epoch,accuracy,loss,val_accuracy,val_loss
0,0.7112024426460266,211.55242919921875,0.7839195728302002,182.48541259765625
1,0.7579650282859802,163.27294921875,0.7788944840431213,140.35557556152344
2,0.7636176943778992,126.60073852539062,0.7587939500808716,110.8851089477539
3,0.7810894250869751,101.72088623046875,0.7989949584007263,91.19984436035156
4,0.7744090557098389,84.73506164550781,0.839195966720581,76.95590209960938
5,0.8052415251731873,71.87460327148438,0.8190954923629761,65.64483642578125
6,0.798561155796051,61.389556884765625,0.7989949584007263,56.12571716308594
7,0.8098663687705994,52.50100326538086,0.839195966720581,47.99686813354492
8,0.8268242478370667,44.894500732421875,0.8341708779335022,41.07855987548828
9,0.8221994042396545,38.429046630859375,0.8291457295417786,35.193885803222656
10,0.844809889793396,32.828208923339844,0.8090452551841736,30.122665405273438
11,0.8545734882354736,28.07770538330078,0.8090452551841736,25.750320434570312
12,0.8561151027679443,23.996646881103516,0.8341708779335022,21.994632720947266
13,0.8622816205024719,20.50712776184082,0.839195966720581,18.78900146484375
14,0.8782117366790771,17.50434684753418,0.8542713522911072,16.063209533691406
15,0.8848921060562134,14.95543384552002,0.8341708779335022,13.71343994140625
16,0.8967112302780151,12.74571704864502,0.8643215894699097,11.708605766296387
17,0.9090442061424255,10.847332000732422,0.8793969750404358,9.96932601928711
18,0.9126412868499756,9.248006820678711,0.8643215894699097,8.50236988067627
19,0.9044193029403687,7.877816677093506,0.8844221234321594,7.260407447814941
20,0.9244604110717773,6.7012858390808105,0.8592965006828308,6.227649211883545
21,0.931654691696167,5.69490385055542,0.9045225977897644,5.2608232498168945
22,0.944501519203186,4.82944917678833,0.8944723606109619,4.509176731109619
23,0.9373072981834412,4.119497299194336,0.8693467378616333,3.863124370574951
24,0.9357656836509705,3.510812520980835,0.9145728349685669,3.2659006118774414
25,0.9486125111579895,2.974820852279663,0.9145728349685669,2.834930181503296
26,0.9496402740478516,2.536886215209961,0.909547746181488,2.405488967895508
27,0.9496402740478516,2.1611876487731934,0.909547746181488,2.0575592517852783
28,0.9635149240493774,1.836313247680664,0.8894472122192383,1.7707338333129883
29,0.9516957998275757,1.5791361331939697,0.8994975090026855,1.5925740003585815
30,0.9527235627174377,1.361906886100769,0.8994975090026855,1.3787708282470703
31,0.9568345546722412,1.147572636604309,0.9145728349685669,1.1763933897018433
32,0.963001012802124,0.9751524329185486,0.929648220539093,0.9760739803314209
33,0.9676259160041809,0.8342373967170715,0.9346733689308167,0.8768140077590942
34,0.9558067917823792,0.7588766813278198,0.909547746181488,0.7631300091743469
35,0.953751266002655,0.6773730516433716,0.909547746181488,0.7446509599685669
36,0.9578622579574585,0.584633469581604,0.929648220539093,0.6616604924201965
37,0.9635149240493774,0.5033265948295593,0.9396985173225403,0.5472972393035889
38,0.9676259160041809,0.42279452085494995,0.9396985173225403,0.4968533217906952
39,0.9717369079589844,0.36797988414764404,0.9547738432884216,0.39944666624069214
40,0.9732785224914551,0.32841455936431885,0.9246231317520142,0.398736834526062
41,0.9707091450691223,0.3031904399394989,0.9145728349685669,0.3810446262359619
42,0.972250759601593,0.2740403711795807,0.9497487545013428,0.3289428949356079
43,0.9799588918685913,0.23726123571395874,0.9447236061096191,0.3136616051197052
44,0.9784172773361206,0.2084682732820511,0.9396985173225403,0.28433603048324585
45,0.9758478999137878,0.19743996858596802,0.9396985173225403,0.2748721241950989
46,0.9820144176483154,0.16519492864608765,0.9447236061096191,0.27252453565597534
47,0.981500506401062,0.16947731375694275,0.9597989916801453,0.2402467280626297
48,0.9743062853813171,0.16388458013534546,0.9346733689308167,0.2640373706817627
49,0.9717369079589844,0.16682559251785278,0.9447236061096191,0.2400110960006714
50,0.9779033660888672,0.15330122411251068,0.9497487545013428,0.26370686292648315
51,0.9825282692909241,0.13677555322647095,0.9497487545013428,0.2403145432472229
52,0.9830421209335327,0.13012297451496124,0.9597989916801453,0.22951076924800873
53,0.9845837354660034,0.11550865322351456,0.9547738432884216,0.22169972956180573
54,0.9835560321807861,0.12135215848684311,0.9648241400718689,0.21284066140651703
55,0.9773895144462585,0.1465323567390442,0.9597989916801453,0.22984689474105835
56,0.981500506401062,0.138213649392128,0.9547738432884216,0.2302325963973999
57,0.9804727435112,0.1250915676355362,0.9648241400718689,0.2075483500957489
58,0.9830421209335327,0.10406580567359924,0.9497487545013428,0.23268631100654602
59,0.9768756628036499,0.11577735841274261,0.9447236061096191,0.22841154038906097
60,0.9789311289787292,0.11905339360237122,0.9597989916801453,0.19231726229190826
61,0.9809866547584534,0.1147211417555809,0.9497487545013428,0.24309079349040985
62,0.9784172773361206,0.1213383674621582,0.9497487545013428,0.18811747431755066
63,0.9789311289787292,0.11648155748844147,0.9547738432884216,0.16091910004615784
64,0.981500506401062,0.10336892306804657,0.9597989916801453,0.1708996295928955
65,0.9886947870254517,0.07998114824295044,0.9698492288589478,0.13532696664333344
66,0.9886947870254517,0.07939893007278442,0.9497487545013428,0.1541670709848404
67,0.9825282692909241,0.0895228236913681,0.9698492288589478,0.19329330325126648
68,0.9840698838233948,0.09968146681785583,0.9597989916801453,0.1695718914270401
69,0.9743062853813171,0.12517908215522766,0.9547738432884216,0.21703504025936127
70,0.9820144176483154,0.12287043035030365,0.9597989916801453,0.19857719540596008
71,0.9850976467132568,0.10491327196359634,0.9648241400718689,0.15529146790504456
72,0.9850976467132568,0.09224560111761093,0.9648241400718689,0.1727735698223114
73,0.9866392612457275,0.08421933650970459,0.9597989916801453,0.18008670210838318
