epoch,accuracy,loss,val_accuracy,val_loss
0,0.6398009657859802,143.863037109375,0.7427184581756592,129.80320739746094
1,0.6641790866851807,121.90592956542969,0.7766990065574646,109.04566192626953
2,0.6875621676445007,101.10778045654297,0.7766990065574646,89.50823974609375
3,0.6786069869995117,82.3875503540039,0.7961165308952332,72.38031005859375
4,0.6840795874595642,66.25343322753906,0.7475728392601013,58.128334045410156
5,0.6960198879241943,53.01873016357422,0.8009708523750305,46.616912841796875
6,0.7179104685783386,42.572181701660156,0.8058252334594727,37.60901641845703
7,0.7199004888534546,34.44664001464844,0.8058252334594727,30.608901977539062
8,0.7308457493782043,28.18315315246582,0.8349514603614807,25.223793029785156
9,0.7417910695075989,23.37862777709961,0.8106796145439148,21.059406280517578
10,0.7636815905570984,19.593578338623047,0.8058252334594727,17.776165008544922
11,0.7701492309570312,16.60918617248535,0.8252426981925964,15.10682487487793
12,0.7895522117614746,14.163043975830078,0.8252426981925964,12.92125415802002
13,0.7915422916412354,12.143585205078125,0.8155339956283569,11.112751007080078
14,0.8044776320457458,10.431074142456055,0.8155339956283569,9.525081634521484
15,0.779104471206665,9.000579833984375,0.7864077687263489,8.274663925170898
16,0.8124378323554993,7.761496543884277,0.8106796145439148,7.107139587402344
17,0.8353233933448792,6.708036422729492,0.844660222530365,6.161153793334961
18,0.8597015142440796,5.776085376739502,0.8349514603614807,5.303360462188721
19,0.886069655418396,4.96203088760376,0.8349514603614807,4.558626174926758
20,0.8810945153236389,4.286014556884766,0.8300970792770386,3.9419703483581543
21,0.8975124359130859,3.6931979656219482,0.8398058414459229,3.44901704788208
22,0.9059701561927795,3.1895651817321777,0.8592233061790466,2.9545841217041016
23,0.8935323357582092,2.789259910583496,0.8592233061790466,2.557446241378784
24,0.8945273756980896,2.4278016090393066,0.8737863898277283,2.2457175254821777
25,0.9064676761627197,2.1014766693115234,0.8592233061790466,1.9921796321868896
26,0.9089552164077759,1.8279409408569336,0.8398058414459229,1.7503669261932373
27,0.9084576964378357,1.606027364730835,0.8640776872634888,1.5056120157241821
28,0.9134328365325928,1.4244258403778076,0.8543689250946045,1.3944649696350098
29,0.9203979969024658,1.2375462055206299,0.8640776872634888,1.2182362079620361
30,0.9228855967521667,1.0905072689056396,0.8737863898277283,1.070536494255066
31,0.9358208775520325,0.9492899179458618,0.8737863898277283,0.9719510078430176
32,0.93034827709198,0.8481395244598389,0.8737863898277283,0.897633969783783
33,0.9243780970573425,0.7603672742843628,0.8689320683479309,0.7693588137626648
34,0.9358208775520325,0.6705225706100464,0.8689320683479309,0.746755838394165
35,0.9417910575866699,0.599668562412262,0.8786407709121704,0.6831709742546082
36,0.9398009777069092,0.5484071373939514,0.8737863898277283,0.6189517974853516
37,0.9442785978317261,0.49530094861984253,0.8883495330810547,0.6095889806747437
38,0.9452736377716064,0.4514338970184326,0.8640776872634888,0.5813022255897522
39,0.9457711577415466,0.43303483724594116,0.8786407709121704,0.49826791882514954
40,0.9383084774017334,0.39734846353530884,0.8786407709121704,0.4898544251918793
41,0.9542288780212402,0.3496227264404297,0.8883495330810547,0.47118160128593445
42,0.9482586979866028,0.3340793251991272,0.893203854560852,0.4486002027988434
43,0.9547263383865356,0.2999708950519562,0.8883495330810547,0.4733113646507263
44,0.9621890783309937,0.279899924993515,0.8883495330810547,0.4344364404678345
45,0.9606965184211731,0.269517719745636,0.8834951519966125,0.45316779613494873
46,0.9577114582061768,0.26783856749534607,0.9126213788986206,0.3636665940284729
47,0.9631840586662292,0.25212526321411133,0.8980582356452942,0.3880525231361389
48,0.9631840586662292,0.24139606952667236,0.8980582356452942,0.3668431043624878
49,0.9631840586662292,0.23425504565238953,0.8980582356452942,0.3520394563674927
50,0.9686567187309265,0.22673030197620392,0.893203854560852,0.37437373399734497
51,0.9582089781761169,0.2389935851097107,0.9077669978141785,0.3263024091720581
52,0.9686567187309265,0.20703072845935822,0.9126213788986206,0.38672178983688354
53,0.9756218791007996,0.19037747383117676,0.9029126167297363,0.3833436667919159
54,0.9716417789459229,0.19345512986183167,0.917475700378418,0.30264443159103394
55,0.9656716585159302,0.1945214569568634,0.9126213788986206,0.3258498013019562
56,0.9716417789459229,0.17116528749465942,0.9077669978141785,0.3296598494052887
57,0.9701492786407471,0.18016041815280914,0.8834951519966125,0.38149505853652954
58,0.9736318588256836,0.16280800104141235,0.9223300814628601,0.3289547860622406
59,0.9736318588256836,0.1650652289390564,0.9029126167297363,0.3566504120826721
60,0.9676616787910461,0.1743023544549942,0.917475700378418,0.32134637236595154
61,0.9736318588256836,0.15892130136489868,0.917475700378418,0.3643498122692108
62,0.9761193990707397,0.15044522285461426,0.917475700378418,0.32878684997558594
63,0.9766169190406799,0.16320109367370605,0.9077669978141785,0.32620590925216675
64,0.9741293787956238,0.1502508521080017,0.9271844625473022,0.3110719919204712
65,0.9751243591308594,0.14794610440731049,0.917475700378418,0.36158454418182373
66,0.9776119589805603,0.15089814364910126,0.9126213788986206,0.3315355181694031
67,0.9820895791053772,0.14578008651733398,0.9417475461959839,0.2959480583667755
68,0.9805970191955566,0.1398877054452896,0.917475700378418,0.3186507225036621
69,0.9800994992256165,0.12802061438560486,0.9320388436317444,0.37564924359321594
70,0.9761193990707397,0.14164194464683533,0.9271844625473022,0.3071887195110321
71,0.9706467390060425,0.14976701140403748,0.9126213788986206,0.3092220425605774
